EALoadLoop.thisRepN,EALoadLoop.thisTrialN,EALoadLoop.thisN,EALoadLoop.thisIndex,EncLoadLoop.thisRepN,EncLoadLoop.thisTrialN,EncLoadLoop.thisN,EncLoadLoop.thisIndex,IALoadLoop.thisRepN,IALoadLoop.thisTrialN,IALoadLoop.thisN,IALoadLoop.thisIndex,RetLoadLoop.thisRepN,RetLoadLoop.thisTrialN,RetLoadLoop.thisN,RetLoadLoop.thisIndex,EAPractice2Trials.thisRepN,EAPractice2Trials.thisTrialN,EAPractice2Trials.thisN,EAPractice2Trials.thisIndex,IAPractice2Trials.thisRepN,IAPractice2Trials.thisTrialN,IAPractice2Trials.thisN,IAPractice2Trials.thisIndex,EncPractice2Trials.thisRepN,EncPractice2Trials.thisTrialN,EncPractice2Trials.thisN,EncPractice2Trials.thisIndex,RetPractice2Trials.thisRepN,RetPractice2Trials.thisTrialN,RetPractice2Trials.thisN,RetPractice2Trials.thisIndex,Blocks.thisRepN,Blocks.thisTrialN,Blocks.thisN,Blocks.thisIndex,EATrials.thisRepN,EATrials.thisTrialN,EATrials.thisN,EATrials.thisIndex,EncTrials.thisRepN,EncTrials.thisTrialN,EncTrials.thisN,EncTrials.thisIndex,IATrials.thisRepN,IATrials.thisTrialN,IATrials.thisN,IATrials.thisIndex,RetTrials.thisRepN,RetTrials.thisTrialN,RetTrials.thisN,RetTrials.thisIndex,welcomeText.started,welcomeKey.started,welcomeKey.keys,welcomeKey.rt,welcomeText2.started,welcomeKey2.started,welcomeKey2.keys,welcomeKey2.rt,EAPracticeText1.started,EAPracticeText2.started,EAPracticeRespText.started,EAPracticeKey.started,EAPracticeKey.keys,EAPracticeKey.rt,EAPractice2Text.started,EAPractice2Key.started,EAPractice2Key.keys,EAPractice2Key.rt,corr_key,stim_name,magnitude,stim_spec,num_big,EAPractice1Text1.started,EAPractice1Stim.started,EAPractice1Resp.started,EAPractice1Text2.started,EAPractice1Resp.keys,EAPractice1Resp.corr,EAPractice1Resp.rt,EAPostPractice1Text.started,EAPostPractice1Resp.started,EAPostPractice1Resp.keys,EAPostPractice1Resp.rt,FixCross.started,task,EATrialText1.started,EATrialStim.started,EATrialResp.started,EATrialText2.started,EATrialResp.keys,EATrialResp.corr,EATrialResp.rt,FixCross.stopped,EAPracticeEndText.started,EAPracticeEndKey.started,EAPracticeEndKey.keys,EAPracticeEndKey.rt,IAPracticeInstructions1Text1.started,IAPracticeInstructions1Text2.started,IAPracticeInstructions1RespText.started,IAPracticeInstructions1Resp.started,IAPracticeInstructions1Resp.keys,IAPracticeInstructions1Resp.rt,IAPracticeInstructions2Text.started,IAPracticeInstructions2Resp.started,IAPracticeInstructions2Resp.keys,IAPracticeInstructions2Resp.rt,has_neg,IAPractice1Stim.started,IAPractice1Resp.started,IAPractice1Text1.started,IAPractice1Resp.keys,IAPractice1Resp.corr,IAPractice1Resp.rt,IAPractice1Feedback.started,IAPostPractice1Resp.started,IAPostPractice1Resp.keys,IAPostPractice1Resp.rt,IATrialStim.started,IATrialRespText.started,IATrialResp.started,IATrialResp.keys,IATrialResp.corr,IATrialResp.rt,IAPracticeEndText.started,IAPracticeEndResp.started,IAPracticeEndResp.keys,IAPracticeEndResp.rt,EncPracticeInstructionsText1.started,EncPracticeInstructionsText2.started,EncPracticeInstructionsRespText.started,EncPracticeInstructionsResp.started,EncPracticeInstructionsResp.keys,EncPracticeInstructionsResp.rt,EncPracticeInstructions2Text.started,EncPracticeInstructions2Resp.started,EncPracticeInstructions2Resp.keys,EncPracticeInstructions2Resp.rt,EncPractice1Stim.started,EncPractice1Resp.started,EncPractice1RespText.started,EncPractice1Resp.keys,EncPractice1Resp.corr,EncPractice1Resp.rt,EncPractice1Feedback.started,EncPractice1FeedbackResp.started,EncPractice1FeedbackResp.keys,EncPractice1FeedbackResp.rt,EncImage.started,EncTrialRespText.started,EncTrialResp.started,EncTrialRespText.stopped,EncTrialResp.stopped,EncTrialResp.keys,EncTrialResp.corr,EncTrialResp.rt,EncPracticeEndText.started,EncPracticeEndResp.started,EncPracticeEndResp.keys,EncPracticeEndResp.rt,RetPracticeInstructionsText1.started,RetPracticeInstructionsText2.started,RetPracticeInstructionsResp.started,RetPracticeInstructions1Berry.started,RetPracticeInstructions1Question.started,RetPracticeInstructions1Truck.started,RetPracticeInstructions1House.started,RetPracticeInstructionsNumGuide1.started,RetPracticeInstructionsNumGuide2.started,RetPracticeInstructionsNumGuide3.started,RetPracticeInstructionsNumGuide4.started,RetPracticeInstructionsResp.keys,RetPracticeInstructionsResp.rt,RetPracticeInstructions2Text.started,RetPracticeInstructions2Resp.started,RetPracticeInstructions2Resp.keys,RetPracticeInstructions2Resp.rt,enc_stimname,RetPractice1Stim.started,RetPractice1Resp.started,RetPractice1Berry.started,RetPractice1Question.started,RetPractice1Truck.started,RetPractice1House.started,RetPractice1Resp.keys,RetPractice1Resp.corr,RetPractice1Resp.rt,RetPostPractice1Text.started,RetPostPractice1Resp.started,RetPostPractice1Resp.keys,RetPostPractice1Resp.rt,RetTrialStim.started,RetTrialResp.started,RetTrialQuestion.started,RetTrialBerry.started,RetTrialTruck.started,RetTrialHouse.started,RetTrialResp.keys,RetTrialResp.corr,RetTrialResp.rt,RetPracticeEndText.started,RetPracticeEndResp.started,RetPracticeEndResp.keys,RetPracticeEndResp.rt,EATaskInstructionsText1.started,EATaskInstructionsText2.started,EAStart.started,EAInstructionsImage.started,EAStart.keys,EAStart.rt,KeyCheckText.started,KeyCheckResp.started,KeyCheckResp.keys,KeyCheckResp.rt,EncTaskInstructionsText1.started,EncTaskInstructionsText2.started,EncInstructionsImage.started,EncStart.started,EncStart.keys,EncStart.rt,IATaskInstructionsText1.started,IATaskInstructionsText2.started,IAStart.started,IAInstructionsImage.started,IAStart.keys,IAStart.rt,RetTaskInstructionsText1.started,RetTaskInstructionsText2.started,RetInstructionsImage.started,key_resp.started,key_resp.keys,key_resp.rt,Block1EndText.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,u,Encod_Stim.148.jpeg,,vehicle,,,,,,,,,,,,,481.53285641688854,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.07177212496754,483.50460458395537,483.50460458395537,484.9974125419976,484.9974125419976,u,1,0.5201701660407707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,y,Encod_Stim.228.jpeg,,fruit,,,,,,,,,,,,,485.0334923339542,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.5719413749175,486.9988901669858,486.9988901669858,488.4973002499901,488.4973002499901,y,1,0.8024976251181215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,u,Encod_Stim.185.jpeg,,building,,,,,,,,,,,,,488.53289754199795,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0595261249691,490.4998771249084,490.4998771249084,491.99687287490815,491.99687287490815,u,1,0.4298906250623986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,t,Encod_Stim.020.jpeg,,fruit,,,,,,,,,,,,,492.03267916699406,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.5755087499274,493.99943833390716,493.99943833390716,495.4959031669423,495.4959031669423,t,1,0.5975362079916522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,y,Encod_Stim.254.jpeg,,building,,,,,,,,,,,,,495.5297638749471,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.0587289589457,497.499708041898,497.499708041898,498.9979242919944,498.9979242919944,y,1,0.49580537411384284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,t,Encod_Stim.022.jpeg,,fruit,,,,,,,,,,,,,499.03250529197976,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.57548979192507,500.99902816698886,500.99902816698886,502.49628366692923,502.49628366692923,t,1,0.8658340411493555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,t,Encod_Stim.007.jpeg,,fruit,,,,,,,,,,,,,502.53054037492257,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.07458549994044,504.4988094998989,504.4988094998989,505.99836791690905,505.99836791690905,t,1,0.4254774161381647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,u,Encod_Stim.127.jpeg,,fruit,,,,,,,,,,,,,506.03149916697294,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.57331504195463,507.99813133396674,507.99813133396674,509.49847724998835,509.49847724998835,u,1,0.7745538740418851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,t,Encod_Stim.052.jpeg,,vehicle,,,,,,,,,,,,,509.53400079195853,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.0748899169266,511.49934420897625,511.49934420897625,512.9984144169139,512.9984144169139,t,1,0.6031119581311941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,u,Encod_Stim.163.jpeg,,vehicle,,,,,,,,,,,,,513.0326907919953,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.5754474588903,515.004644333967,515.004644333967,516.4990887088934,516.4990887088934,u,1,0.47388229111675173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,t,Encod_Stim.067.jpeg,,building,,,,,,,,,,,,,516.5324822089169,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.0796642919304,518.4992839589249,518.4992839589249,519.9969618748873,519.9969618748873,t,1,0.3757902911165729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,y,Encod_Stim.230.jpeg,,fruit,,,,,,,,,,,,,520.0336500419071,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.5738827089081,522.0039796669735,522.0039796669735,523.4971958749229,523.4971958749229,y,1,0.42637933301739395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,y,Encod_Stim.279.jpeg,,vehicle,,,,,,,,,,,,,523.5333044169238,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.0726249589352,525.4989927089773,525.4989927089773,526.9972501249285,526.9972501249285,y,1,0.3629516240907833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,u,Encod_Stim.183.jpeg,,building,,,,,,,,,,,,,527.0327912919456,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.5571218339028,529.0007996249478,529.0007996249478,530.497920291964,530.497920291964,u,1,0.2701654580887407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,t,Encod_Stim.093.jpeg,,building,,,,,,,,,,,,,530.5330524999881,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.0788161249366,532.4977033339674,532.4977033339674,533.9958699169802,533.9958699169802,t,1,0.3498954161768779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,y,Encod_Stim.282.jpeg,,vehicle,,,,,,,,,,,,,534.0305001249071,Encoding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.5554796669167,535.9993375419872,535.9993375419872,537.497580083902,537.497580083902,y,1,0.40328237414360046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,t,InternTask.025.jpeg,6,addadd,,,,,,,,,,,,,557.4226823749486,Internal,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,557.9511193749495,559.3969249589136,559.3969249589136,t,1,0.45228154119104147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.8003429169767,555.8003429169767,space,1.5965378751279786,,,,,,,537.5736670419574,537.5736670419574,537.5736670419574,537.5736670419574,space,18.203976666089147,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,y,InternTask.150.jpeg,0,addsub,,,,,,,,,,,,,559.8684520839015,Internal,,,,,,,,560.4039424168877,,,,,,,,,,,,,,,0,,,,,,,,,,,560.4039424168877,561.8656887499383,561.8656887499383,y,1,0.3677191660972312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,u,InternTask.186.jpeg,6,subadd,,,,,,,,,,,,,562.2547952499008,Internal,,,,,,,,562.7806231249124,,,,,,,,,,,,,,,1,,,,,,,,,,,562.7806231249124,564.2395297919866,564.2395297919866,u,1,0.5595078740734607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,t,InternTask.226.jpeg,8,subsub,,,,,,,,,,,,,564.8223431669176,Internal,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,565.3355988339754,566.7975595839089,566.7975595839089,t,1,0.5437003740807995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,y,InternTask.140.jpeg,0,addsub,,,,,,,,,,,,,567.3649734999053,Internal,,,,,,,,567.9008829169907,,,,,,,,,,,,,,,0,,,,,,,,,,,567.9008829169907,569.3650156669319,569.3650156669319,y,1,0.7440867500845343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,u,InternTask.262.jpeg,2,subsub,,,,,,,,,,,,,570.1393103749724,Internal,,,,,,,,570.6673934999853,,,,,,,,,,,,,,,0,,,,,,,,,,,570.6673934999853,572.1323032499058,572.1323032499058,u,1,0.6989046240923926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,t,InternTask.019.jpeg,4,addadd,,,,,,,,,,,,,572.8550538748968,Internal,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,573.3670761669055,574.832044333918,574.832044333918,y,0,1.0148139990633354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,t,InternTask.238.jpeg,1,subsub,,,,,,,,,,,,,575.8726180419326,Internal,,,,,,,,576.4011951669818,,,,,,,,,,,,,,,0,,,,,,,,,,,576.4011951669818,577.865568249952,577.865568249952,t,1,1.0411349991336465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,u,InternTask.033.jpeg,2,addadd,,,,,,,,,,,,,578.9337984999875,Internal,,,,,,,,579.4546193749411,,,,,,,,,,,,,,,0,,,,,,,,,,,579.4546193749411,580.9310397499939,580.9310397499939,y,0,0.38327595812734216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,y,InternTask.148.jpeg,0,addsub,,,,,,,,,,,,,581.3384853749303,Internal,,,,,,,,581.868214874994,,,,,,,,,,,,,,,0,,,,,,,,,,,581.868214874994,583.3325894998852,583.3325894998852,y,1,0.45689866598695517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,t,InternTask.228.jpeg,1,subsub,,,,,,,,,,,,,583.8077920839423,Internal,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,584.3411703748861,585.7968858749373,585.7968858749373,t,1,0.377128541120328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,u,InternTask.185.jpeg,1,subadd,,,,,,,,,,,,,586.1999095838983,Internal,,,,,,,,586.7345617499668,,,,,,,,,,,,,,,0,,,,,,,,,,,586.7345617499668,588.1991639169864,588.1991639169864,u,1,0.8569621661445126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,t,InternTask.020.jpeg,9,addadd,,,,,,,,,,,,,589.0742773748934,Internal,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,589.6082471669652,591.0656130419811,591.0656130419811,t,1,1.10532154107932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,u,InternTask.254.jpeg,6,subsub,,,,,,,,,,,,,592.1882950419094,Internal,,,,,,,,592.7131829588907,,,,,,,,,,,,,,,1,,,,,,,,,,,592.7131829588907,594.1733042499982,594.1733042499982,t,0,0.7322148750536144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,t,InternTask.022.jpeg,1,addadd,,,,,,,,,,,,,594.9396139169112,Internal,,,,,,,,595.4678755839122,,,,,,,,,,,,,,,0,,,,,,,,,,,595.4678755839122,596.9296945839887,596.9296945839887,t,1,1.079560999176465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,001,2025-03-12_15h14.12.869,RetGoals_V1,2022.2.5,None,
